project_id	size	size_source	size_simpl	size_simpl_source
mm.mgs.409	unknown	unknown	unknown_sz	unknown
mm.mgs.410	unknown	unknown	unknown_sz	unknown
mm.mgs.411	medium	ma(fam)	medium	ma(fam)
mm.mgs.412	large	ma(fam)	large	ma(fam)
mm.mgs.413	unknown	unknown	unknown_sz	unknown
mm.mgs.415	small	ma(fam)	small	ma(fam)
mm.mgs.418	very_small	ma(fam)	small	ma(fam)
mm.misc.003	unknown	unknown	unknown_sz	unknown
mm.misc.004	unknown	unknown	unknown_sz	unknown
mm.misc.005	unknown	unknown	unknown_sz	unknown
mm.misc.007	unknown	unknown	unknown_sz	unknown
mm.misc.008	unknown	unknown	unknown_sz	unknown
mm.misc.010	unknown	unknown	unknown_sz	unknown
mm.misc.011	unknown	unknown	unknown_sz	unknown
mm.misc.012	unknown	unknown	unknown_sz	unknown
mm.misc.013	unknown	unknown	unknown_sz	unknown
mm.misc.014	unknown	unknown	unknown_sz	unknown
mm.misc.015	unknown	unknown	unknown_sz	unknown
mm.misc.016	unknown	unknown	unknown_sz	unknown
mm.misc.017	unknown	unknown	unknown_sz	unknown
mm.misc.018	unknown	unknown	unknown_sz	unknown
mm.misc.019	unknown	unknown	unknown_sz	unknown
mm.misc.020	unknown	unknown	unknown_sz	unknown
mm.misc.022	very_small	visitbritain	small	visitbritain
mm.misc.026	unknown	unknown	unknown_sz	unknown
mm.misc.027	unknown	unknown	unknown_sz	unknown
mm.misc.029	unknown	unknown	unknown_sz	unknown
mm.misc.030	unknown	unknown	unknown_sz	unknown
mm.misc.031	unknown	unknown	unknown_sz	unknown
mm.misc.032	unknown	unknown	unknown_sz	unknown
mm.misc.035	unknown	unknown	unknown_sz	unknown
mm.misc.036	unknown	unknown	unknown_sz	unknown
mm.misc.038	unknown	unknown	unknown_sz	unknown
mm.misc.039	unknown	unknown	unknown_sz	unknown
mm.misc.040	unknown	unknown	unknown_sz	unknown
mm.misc.041	unknown	unknown	unknown_sz	unknown
mm.misc.042	unknown	unknown	unknown_sz	unknown
mm.misc.043	unknown	unknown	unknown_sz	unknown
mm.misc.044	unknown	unknown	unknown_sz	unknown
mm.misc.045	unknown	unknown	unknown_sz	unknown
mm.misc.046	unknown	unknown	unknown_sz	unknown
mm.misc.047	unknown	unknown	unknown_sz	unknown
mm.misc.048	unknown	unknown	unknown_sz	unknown
mm.misc.049	unknown	unknown	unknown_sz	unknown
mm.misc.050	unknown	unknown	unknown_sz	unknown
mm.misc.051	unknown	unknown	unknown_sz	unknown
mm.misc.052	unknown	unknown	unknown_sz	unknown
mm.misc.053	unknown	unknown	unknown_sz	unknown
mm.misc.054	unknown	unknown	unknown_sz	unknown
mm.misc.055	unknown	unknown	unknown_sz	unknown
mm.misc.056	unknown	unknown	unknown_sz	unknown
mm.misc.057	tiny	ma(fam)	small	ma(fam)
mm.misc.058	unknown	unknown	unknown_sz	unknown
mm.misc.059	unknown	unknown	unknown_sz	unknown
mm.misc.060	unknown	unknown	unknown_sz	unknown
mm.misc.061	unknown	unknown	unknown_sz	unknown
mm.misc.062	unknown	unknown	unknown_sz	unknown
mm.misc.064	unknown	unknown	unknown_sz	unknown
mm.misc.065	unknown	unknown	unknown_sz	unknown
mm.misc.066	unknown	unknown	unknown_sz	unknown
mm.misc.067	unknown	unknown	unknown_sz	unknown
mm.misc.068	unknown	unknown	unknown_sz	unknown
mm.misc.069	unknown	unknown	unknown_sz	unknown
mm.misc.070	unknown	unknown	unknown_sz	unknown
mm.misc.071	unknown	unknown	unknown_sz	unknown
mm.misc.072	unknown	unknown	unknown_sz	unknown
mm.misc.073	unknown	unknown	unknown_sz	unknown
mm.misc.074	unknown	unknown	unknown_sz	unknown
mm.misc.075	unknown	unknown	unknown_sz	unknown
mm.misc.076	unknown	unknown	unknown_sz	unknown
mm.misc.077	unknown	unknown	unknown_sz	unknown
mm.misc.078	unknown	unknown	unknown_sz	unknown
mm.misc.079	unknown	unknown	unknown_sz	unknown
mm.misc.080	unknown	unknown	unknown_sz	unknown
mm.misc.081	unknown	unknown	unknown_sz	unknown
mm.misc.082	unknown	unknown	unknown_sz	unknown
mm.misc.083	unknown	unknown	unknown_sz	unknown
mm.misc.084	unknown	unknown	unknown_sz	unknown
mm.misc.085	unknown	unknown	unknown_sz	unknown
mm.misc.086	unknown	unknown	unknown_sz	unknown
mm.misc.087	unknown	unknown	unknown_sz	unknown
mm.misc.088	unknown	unknown	unknown_sz	unknown
mm.misc.089	unknown	unknown	unknown_sz	unknown
mm.misc.092	unknown	unknown	unknown_sz	unknown
mm.misc.093	unknown	unknown	unknown_sz	unknown
mm.misc.094	unknown	unknown	unknown_sz	unknown
mm.misc.095	unknown	unknown	unknown_sz	unknown
mm.misc.097	unknown	unknown	unknown_sz	unknown
mm.misc.098	unknown	unknown	unknown_sz	unknown
mm.misc.099	unknown	unknown	unknown_sz	unknown
mm.misc.100	unknown	unknown	unknown_sz	unknown
mm.misc.101	unknown	unknown	unknown_sz	unknown
mm.misc.102	unknown	unknown	unknown_sz	unknown
mm.misc.103	unknown	unknown	unknown_sz	unknown
mm.misc.104	unknown	unknown	unknown_sz	unknown
mm.misc.105	unknown	unknown	unknown_sz	unknown
mm.misc.106	unknown	unknown	unknown_sz	unknown
mm.misc.107	unknown	unknown	unknown_sz	unknown
mm.misc.108	unknown	unknown	unknown_sz	unknown
mm.misc.109	unknown	unknown	unknown_sz	unknown
mm.misc.110	unknown	unknown	unknown_sz	unknown
mm.misc.111	unknown	unknown	unknown_sz	unknown
mm.misc.112	unknown	unknown	unknown_sz	unknown
mm.misc.114	unknown	unknown	unknown_sz	unknown
mm.misc.115	unknown	unknown	unknown_sz	unknown
mm.misc.116	unknown	unknown	unknown_sz	unknown
mm.misc.117	unknown	unknown	unknown_sz	unknown
mm.misc.118	unknown	unknown	unknown_sz	unknown
mm.misc.119	unknown	unknown	unknown_sz	unknown
mm.misc.120	unknown	unknown	unknown_sz	unknown
mm.misc.121	unknown	unknown	unknown_sz	unknown
mm.misc.122	unknown	unknown	unknown_sz	unknown
mm.misc.123	unknown	unknown	unknown_sz	unknown
mm.misc.124	unknown	unknown	unknown_sz	unknown
mm.misc.125	unknown	unknown	unknown_sz	unknown
mm.misc.126	large	national_trust_annual_report_	large	national_trust_annual_report_
mm.misc.127	unknown	unknown	unknown_sz	unknown
mm.misc.128	unknown	unknown	unknown_sz	unknown
mm.misc.129	unknown	unknown	unknown_sz	unknown
mm.misc.130	unknown	unknown	unknown_sz	unknown
mm.misc.131	unknown	unknown	unknown_sz	unknown
mm.misc.132	unknown	unknown	unknown_sz	unknown
mm.misc.133	unknown	unknown	unknown_sz	unknown
mm.misc.134	unknown	unknown	unknown_sz	unknown
mm.misc.135	unknown	unknown	unknown_sz	unknown
mm.misc.136	unknown	unknown	unknown_sz	unknown
mm.misc.137	unknown	unknown	unknown_sz	unknown
mm.misc.138	unknown	unknown	unknown_sz	unknown
mm.misc.139	unknown	unknown	unknown_sz	unknown
mm.misc.140	unknown	unknown	unknown_sz	unknown
mm.misc.141	unknown	unknown	unknown_sz	unknown
mm.misc.142	unknown	unknown	unknown_sz	unknown
mm.misc.143	unknown	unknown	unknown_sz	unknown
mm.misc.144	unknown	unknown	unknown_sz	unknown
mm.misc.145	unknown	unknown	unknown_sz	unknown
mm.misc.146	unknown	unknown	unknown_sz	unknown
mm.misc.147	unknown	unknown	unknown_sz	unknown
mm.misc.148	unknown	unknown	unknown_sz	unknown
mm.misc.149	small	scottish_national_audit	small	scottish_national_audit
mm.misc.150	unknown	unknown	unknown_sz	unknown
mm.misc.151	unknown	unknown	unknown_sz	unknown
mm.misc.152	unknown	unknown	unknown_sz	unknown
mm.misc.153	unknown	unknown	unknown_sz	unknown
mm.misc.154	unknown	unknown	unknown_sz	unknown
mm.misc.155	unknown	unknown	unknown_sz	unknown
mm.misc.156	unknown	unknown	unknown_sz	unknown
mm.misc.157	unknown	unknown	unknown_sz	unknown
mm.misc.158	unknown	unknown	unknown_sz	unknown
mm.misc.159	unknown	unknown	unknown_sz	unknown
mm.misc.160	unknown	unknown	unknown_sz	unknown
mm.misc.161	unknown	unknown	unknown_sz	unknown
mm.misc.162	unknown	unknown	unknown_sz	unknown
mm.misc.163	unknown	unknown	unknown_sz	unknown
mm.misc.164	small	scottish_national_audit	small	scottish_national_audit
mm.misc.165	unknown	unknown	unknown_sz	unknown
mm.misc.166	unknown	unknown	unknown_sz	unknown
mm.misc.167	unknown	unknown	unknown_sz	unknown
mm.misc.168	unknown	unknown	unknown_sz	unknown
mm.misc.169	unknown	unknown	unknown_sz	unknown
mm.misc.170	unknown	unknown	unknown_sz	unknown
mm.misc.171	unknown	unknown	unknown_sz	unknown
mm.misc.172	unknown	unknown	unknown_sz	unknown
mm.misc.173	unknown	unknown	unknown_sz	unknown
mm.misc.174	unknown	unknown	unknown_sz	unknown
mm.misc.175	unknown	unknown	unknown_sz	unknown
mm.misc.176	unknown	unknown	unknown_sz	unknown
mm.misc.177	unknown	unknown	unknown_sz	unknown
mm.misc.178	unknown	unknown	unknown_sz	unknown
mm.misc.179	unknown	unknown	unknown_sz	unknown
mm.misc.180	unknown	unknown	unknown_sz	unknown
mm.misc.181	unknown	unknown	unknown_sz	unknown
mm.misc.182	unknown	unknown	unknown_sz	unknown
mm.misc.184	unknown	unknown	unknown_sz	unknown
mm.misc.185	unknown	unknown	unknown_sz	unknown
mm.misc.186	unknown	unknown	unknown_sz	unknown
mm.misc.190	unknown	unknown	unknown_sz	unknown
mm.misc.191	unknown	unknown	unknown_sz	unknown
mm.misc.192	unknown	unknown	unknown_sz	unknown
mm.misc.193	unknown	unknown	unknown_sz	unknown
mm.misc.194	unknown	unknown	unknown_sz	unknown
mm.misc.195	unknown	unknown	unknown_sz	unknown
mm.misc.196	very_large	ma(fam)	large	ma(fam)
mm.misc.197	unknown	unknown	unknown_sz	unknown
mm.misc.198	unknown	unknown	unknown_sz	unknown
mm.misc.199	unknown	unknown	unknown_sz	unknown
mm.misc.200	unknown	unknown	unknown_sz	unknown
mm.misc.201	unknown	unknown	unknown_sz	unknown
mm.misc.202	unknown	unknown	unknown_sz	unknown
mm.misc.203	unknown	unknown	unknown_sz	unknown
mm.misc.204	unknown	unknown	unknown_sz	unknown
mm.misc.205	unknown	unknown	unknown_sz	unknown
mm.misc.206	unknown	unknown	unknown_sz	unknown
mm.misc.207	unknown	unknown	unknown_sz	unknown
mm.misc.208	unknown	unknown	unknown_sz	unknown
mm.misc.209	unknown	unknown	unknown_sz	unknown
mm.misc.210	unknown	unknown	unknown_sz	unknown
mm.misc.211	unknown	unknown	unknown_sz	unknown
mm.misc.212	unknown	unknown	unknown_sz	unknown
mm.misc.213	unknown	unknown	unknown_sz	unknown
mm.misc.214	unknown	unknown	unknown_sz	unknown
mm.misc.215	unknown	unknown	unknown_sz	unknown
mm.misc.216	unknown	unknown	unknown_sz	unknown
mm.misc.217	unknown	unknown	unknown_sz	unknown
mm.misc.218	unknown	unknown	unknown_sz	unknown
mm.misc.219	medium	scottish_national_audit	medium	scottish_national_audit
mm.misc.220	small	scottish_national_audit	small	scottish_national_audit
mm.misc.221	small	scottish_national_audit	small	scottish_national_audit
mm.misc.222	large	scottish_national_audit	large	scottish_national_audit
mm.misc.223	medium	scottish_national_audit	medium	scottish_national_audit
mm.misc.225	unknown	unknown	unknown_sz	unknown
mm.misc.226	unknown	unknown	unknown_sz	unknown
mm.misc.227	unknown	unknown	unknown_sz	unknown
mm.misc.228	unknown	unknown	unknown_sz	unknown
mm.misc.229	unknown	unknown	unknown_sz	unknown
mm.misc.230	unknown	unknown	unknown_sz	unknown
mm.misc.231	unknown	unknown	unknown_sz	unknown
mm.misc.232	unknown	unknown	unknown_sz	unknown
mm.misc.233	unknown	unknown	unknown_sz	unknown
mm.misc.234	unknown	unknown	unknown_sz	unknown
mm.misc.235	unknown	unknown	unknown_sz	unknown
mm.misc.236	unknown	unknown	unknown_sz	unknown
mm.misc.237	unknown	unknown	unknown_sz	unknown
mm.misc.238	unknown	unknown	unknown_sz	unknown
mm.misc.239	unknown	unknown	unknown_sz	unknown
mm.misc.240	unknown	unknown	unknown_sz	unknown
mm.misc.241	unknown	unknown	unknown_sz	unknown
mm.misc.242	unknown	unknown	unknown_sz	unknown
mm.misc.243	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.001	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.002	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.003	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.004	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.005	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.006	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.007	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.008	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.009	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.010	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.011	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.012	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.013	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.014	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.015	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.016	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.017	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.018	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.019	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.020	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.021	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.022	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.023	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.024	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.025	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.026	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.027	medium	scottish_national_audit	medium	scottish_national_audit
mm.Mus70Cal.028	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.029	unknown	unknown	unknown_sz	unknown
mm.Mus70Cal.030	unknown	unknown	unknown_sz	unknown
mm.musa.001	unknown	unknown	unknown_sz	unknown
mm.musa.002	very_small	ma(fam)	small	ma(fam)
mm.musa.004	very_small	visitbritain	small	visitbritain
mm.musa.006	small	ma(fam2)	small	ma(fam2)
mm.musa.008	small	ma(fam)_year_stated	small	ma(fam)_year_stated
mm.musa.010	medium	visitbritain	medium	visitbritain
mm.musa.012	unknown	unknown	unknown_sz	unknown
mm.musa.015	unknown	unknown	unknown_sz	unknown
mm.musa.016	small	ma(fam)	small	ma(fam)
mm.musa.021	unknown	unknown	unknown_sz	unknown
mm.musa.022	unknown	unknown	unknown_sz	unknown
mm.musa.023	unknown	unknown	unknown_sz	unknown
mm.musa.026	unknown	unknown	unknown_sz	unknown
mm.musa.031	unknown	unknown	unknown_sz	unknown
mm.musa.032	unknown	unknown	unknown_sz	unknown
mm.musa.035	unknown	unknown	unknown_sz	unknown
mm.musa.036	very_small	visitbritain	small	visitbritain
mm.musa.037	very_large	ma(fam)	large	ma(fam)
mm.musa.039	unknown	unknown	unknown_sz	unknown
mm.musa.041	large	visitbritain	large	visitbritain
mm.musa.042	unknown	unknown	unknown_sz	unknown
mm.musa.043	tiny	ma(fam)	small	ma(fam)
mm.musa.045	unknown	unknown	unknown_sz	unknown
mm.musa.046	unknown	unknown	unknown_sz	unknown
mm.musa.047	unknown	unknown	unknown_sz	unknown
mm.musa.048	medium	visitbritain	medium	visitbritain
mm.musa.050	unknown	unknown	unknown_sz	unknown
mm.musa.052	unknown	unknown	unknown_sz	unknown
mm.musa.053	large	visitbritain	large	visitbritain
mm.musa.055	very_small	ma(fam)	small	ma(fam)
mm.musa.057	unknown	unknown	unknown_sz	unknown
mm.musa.058	very_small	ma(fam)	small	ma(fam)
mm.musa.067	unknown	unknown	unknown_sz	unknown
mm.musa.069	tiny	ma(fam)	small	ma(fam)
mm.musa.072	unknown	unknown	unknown_sz	unknown
mm.musa.073	medium	visitbritain	medium	visitbritain
mm.musa.074	unknown	unknown	unknown_sz	unknown
mm.musa.075	unknown	unknown	unknown_sz	unknown
mm.musa.076	very_small	ma(fam)	small	ma(fam)
mm.musa.081	unknown	unknown	unknown_sz	unknown
mm.musa.083	very_small	ma(fam)	small	ma(fam)
mm.musa.084	tiny	visitbritain	small	visitbritain
mm.musa.090	very_small	visitbritain	small	visitbritain
mm.musa.092	unknown	unknown	unknown_sz	unknown
mm.musa.093	unknown	unknown	unknown_sz	unknown
mm.musa.095	unknown	unknown	unknown_sz	unknown
mm.musa.096	very_small	ma(fam)	small	ma(fam)
mm.musa.097	unknown	unknown	unknown_sz	unknown
mm.musa.099	very_small	ma(fam)	small	ma(fam)
mm.musa.100	very_large	ma(fam)	large	ma(fam)
mm.musa.101	unknown	unknown	unknown_sz	unknown
mm.musa.102	very_small	ma(fam)	small	ma(fam)
mm.musa.109	medium	visitbritain	medium	visitbritain
mm.musa.112	unknown	unknown	unknown_sz	unknown
mm.musa.115	unknown	unknown	unknown_sz	unknown
mm.musa.116	unknown	unknown	unknown_sz	unknown
mm.musa.117	unknown	unknown	unknown_sz	unknown
mm.musa.118	unknown	unknown	unknown_sz	unknown
mm.musa.119	unknown	unknown	unknown_sz	unknown
mm.musa.120	unknown	unknown	unknown_sz	unknown
mm.musa.121	small	ma(fam)	small	ma(fam)
mm.musa.122	unknown	unknown	unknown_sz	unknown
mm.musa.126	unknown	unknown	unknown_sz	unknown
mm.musa.129	unknown	unknown	unknown_sz	unknown
mm.musa.130	unknown	unknown	unknown_sz	unknown
mm.musa.132	small	visitbritain	small	visitbritain
mm.musa.135	tiny	visitbritain	small	visitbritain
mm.musa.136	unknown	unknown	unknown_sz	unknown
mm.musa.138	unknown	unknown	unknown_sz	unknown
mm.musa.140	unknown	unknown	unknown_sz	unknown
mm.musa.141	unknown	unknown	unknown_sz	unknown
mm.musa.142	unknown	unknown	unknown_sz	unknown
mm.musa.145	large	visitbritain	large	visitbritain
mm.musa.149	unknown	unknown	unknown_sz	unknown
mm.musa.151	small	ma(fam)	small	ma(fam)
mm.musa.153	unknown	unknown	unknown_sz	unknown
mm.musa.154	very_small	ma(fam)	small	ma(fam)
mm.musa.156	unknown	unknown	unknown_sz	unknown
mm.musa.157	unknown	unknown	unknown_sz	unknown
mm.musa.158	medium	ma(fam)	medium	ma(fam)
mm.musa.160	unknown	unknown	unknown_sz	unknown
mm.musa.162	unknown	unknown	unknown_sz	unknown
mm.musa.163	unknown	unknown	unknown_sz	unknown
mm.musa.164	unknown	unknown	unknown_sz	unknown
mm.musa.165	unknown	unknown	unknown_sz	unknown
mm.musa.166	unknown	unknown	unknown_sz	unknown
mm.musa.168	unknown	unknown	unknown_sz	unknown
mm.musa.169	unknown	unknown	unknown_sz	unknown
mm.musa.171	unknown	unknown	unknown_sz	unknown
mm.musa.175	unknown	unknown	unknown_sz	unknown
mm.musa.178	tiny	ma(fam)	small	ma(fam)
mm.musa.180	very_small	ma(fam)	small	ma(fam)
mm.musa.182	unknown	unknown	unknown_sz	unknown
mm.musa.183	unknown	unknown	unknown_sz	unknown
mm.musa.184	small	ma(fam)	small	ma(fam)
mm.musa.186	tiny	ma(fam)	small	ma(fam)
mm.musa.188	very_small	visitbritain	small	visitbritain
mm.musa.189	unknown	unknown	unknown_sz	unknown
mm.musa.191	large	ma(fam)	large	ma(fam)
mm.musa.195	unknown	unknown	unknown_sz	unknown
mm.musa.196	unknown	unknown	unknown_sz	unknown
mm.musa.197	medium	ma(fam)	medium	ma(fam)
mm.musa.199	unknown	unknown	unknown_sz	unknown
mm.musa.201	unknown	unknown	unknown_sz	unknown
mm.musa.204	unknown	unknown	unknown_sz	unknown
mm.musa.205	unknown	unknown	unknown_sz	unknown
mm.musa.208	unknown	unknown	unknown_sz	unknown
mm.musa.209	medium	ma(fam)	medium	ma(fam)
mm.musa.210	very_small	visitbritain	small	visitbritain
mm.musa.212	tiny	ma(fam)	small	ma(fam)
mm.musa.214	unknown	unknown	unknown_sz	unknown
mm.musa.215	unknown	unknown	unknown_sz	unknown
mm.musa.216	unknown	unknown	unknown_sz	unknown
mm.musa.217	unknown	unknown	unknown_sz	unknown
mm.musa.219	unknown	unknown	unknown_sz	unknown
mm.musa.220	unknown	unknown	unknown_sz	unknown
mm.musa.222	very_small	ma(fam)	small	ma(fam)
mm.musa.223	unknown	unknown	unknown_sz	unknown
mm.musa.224	unknown	unknown	unknown_sz	unknown
mm.musa.225	tiny	ma(fam)	small	ma(fam)
mm.musa.227	unknown	unknown	unknown_sz	unknown
mm.musa.228	unknown	unknown	unknown_sz	unknown
mm.musa.229	very_large	visitbritain	large	visitbritain
mm.musa.230	very_small	ma(fam)	small	ma(fam)
mm.musa.235	very_small	visitbritain	small	visitbritain
mm.musa.240	unknown	unknown	unknown_sz	unknown
mm.musa.241	unknown	unknown	unknown_sz	unknown
mm.musa.242	unknown	unknown	unknown_sz	unknown
mm.musa.243	unknown	unknown	unknown_sz	unknown
mm.musa.246	very_small	ma(fam)	small	ma(fam)
mm.musa.247	small	ma(fam)	small	ma(fam)
mm.musa.252	very_large	ma(fam)	large	ma(fam)
mm.musa.253	unknown	unknown	unknown_sz	unknown
mm.musa.254	large	visitbritain	large	visitbritain
mm.musa.255	small	ma(fam)	small	ma(fam)
mm.musa.257	tiny	ma(fam)	small	ma(fam)
mm.musa.258	very_large	ma(fam)	large	ma(fam)
mm.musa.259	unknown	unknown	unknown_sz	unknown
mm.musa.260	unknown	unknown	unknown_sz	unknown
mm.musa.263	unknown	unknown	unknown_sz	unknown
mm.musa.264	very_small	ma(fam)	small	ma(fam)
mm.musa.265	unknown	unknown	unknown_sz	unknown
mm.musa.266	unknown	unknown	unknown_sz	unknown
mm.musa.268	very_small	domus	small	domus
mm.musa.270	unknown	unknown	unknown_sz	unknown
mm.musa.271	tiny	visitbritain	small	visitbritain
mm.musa.272	unknown	unknown	unknown_sz	unknown
mm.musa.273	unknown	unknown	unknown_sz	unknown
mm.musa.274	small	visitbritain	small	visitbritain
mm.musa.276	unknown	unknown	unknown_sz	unknown
mm.musa.277	unknown	unknown	unknown_sz	unknown
mm.musa.278	unknown	unknown	unknown_sz	unknown
mm.musa.280	medium	ma(fam)	medium	ma(fam)
mm.musa.281	unknown	unknown	unknown_sz	unknown
mm.musa.282	very_small	ma(fam)	small	ma(fam)
mm.musa.283	unknown	unknown	unknown_sz	unknown
mm.musa.285	unknown	unknown	unknown_sz	unknown
mm.musa.286	medium	visitbritain	medium	visitbritain
mm.musa.289	large	ma(fam)	large	ma(fam)
mm.musa.290	very_large	ma(fam)	large	ma(fam)
mm.musa.291	unknown	unknown	unknown_sz	unknown
mm.musa.292	medium	ma(fam)	medium	ma(fam)
mm.musa.293	small	ma(fam)	small	ma(fam)
mm.musa.294	unknown	unknown	unknown_sz	unknown
mm.musa.295	unknown	unknown	unknown_sz	unknown
mm.musa.296	unknown	unknown	unknown_sz	unknown
mm.musa.297	unknown	unknown	unknown_sz	unknown
mm.musa.298	large	ma(fam)	large	ma(fam)
mm.musa.299	unknown	unknown	unknown_sz	unknown
mm.musa.300	unknown	unknown	unknown_sz	unknown
mm.musa.301	small	ma(fam)	small	ma(fam)
mm.musa.303	unknown	unknown	unknown_sz	unknown
mm.musa.304	very_large	ma(fam)	large	ma(fam)
mm.musa.305	very_large	ma(fam)	large	ma(fam)
mm.musa.306	unknown	unknown	unknown_sz	unknown
mm.musa.307	large	ma(fam)	large	ma(fam)
mm.musa.308	unknown	unknown	unknown_sz	unknown
mm.musa.310	small	ma(fam)	small	ma(fam)
mm.musa.311	very_small	visitbritain	small	visitbritain
mm.musa.312	small	visitbritain	small	visitbritain
mm.musa.313	tiny	ma(fam)	small	ma(fam)
mm.musa.314	tiny	ma(fam)	small	ma(fam)
mm.musa.316	medium	ma(fam)	medium	ma(fam)
mm.musa.319	unknown	unknown	unknown_sz	unknown
mm.musa.320	unknown	unknown	unknown_sz	unknown
mm.musa.321	unknown	unknown	unknown_sz	unknown
mm.musa.322	small	ma(fam)	small	ma(fam)
mm.musa.323	unknown	unknown	unknown_sz	unknown
mm.musa.325	unknown	unknown	unknown_sz	unknown
mm.musa.326	medium	visitbritain	medium	visitbritain
mm.musa.327	unknown	unknown	unknown_sz	unknown
mm.musa.328	very_small	ma(fam)	small	ma(fam)
mm.musa.329	unknown	unknown	unknown_sz	unknown
mm.musa.332	tiny	visitbritain	small	visitbritain
mm.musa.334	very_small	ma(fam)	small	ma(fam)
mm.musa.335	unknown	unknown	unknown_sz	unknown
mm.musa.337	small	ma(fam)	small	ma(fam)
mm.musa.339	small	ma(fam)	small	ma(fam)
mm.musa.340	unknown	unknown	unknown_sz	unknown
mm.musa.341	very_large	ma(fam)	large	ma(fam)
mm.musa.342	unknown	unknown	unknown_sz	unknown
mm.musa.343	very_large	ma(fam)	large	ma(fam)
mm.musa.344	unknown	unknown	unknown_sz	unknown
mm.musa.345	tiny	ma(fam)	small	ma(fam)
mm.musa.346	unknown	unknown	unknown_sz	unknown
mm.musa.347	unknown	unknown	unknown_sz	unknown
mm.musa.349	tiny	ma(fam)	small	ma(fam)
mm.musa.350	small	visitbritain	small	visitbritain
mm.musa.351	medium	ma(fam)	medium	ma(fam)
mm.musa.352	medium	ma(fam)	medium	ma(fam)
mm.musa.353	unknown	unknown	unknown_sz	unknown
mm.musa.354	medium	ma(fam)	medium	ma(fam)
mm.musa.356	tiny	ma(fam)	small	ma(fam)
mm.musa.360	unknown	unknown	unknown_sz	unknown
mm.musa.361	unknown	unknown	unknown_sz	unknown
mm.musa.362	very_small	ma(fam)	small	ma(fam)
mm.musa.363	unknown	unknown	unknown_sz	unknown
mm.musa.364	unknown	unknown	unknown_sz	unknown
mm.musa.366	unknown	unknown	unknown_sz	unknown
mm.musa.367	tiny	ma(fam)	small	ma(fam)
mm.musa.368	very_large	national_trust_annual_report_	large	national_trust_annual_report_
mm.musa.369	unknown	unknown	unknown_sz	unknown
mm.musa.370	very_small	ma(fam)	small	ma(fam)
mm.musa.371	unknown	unknown	unknown_sz	unknown
mm.musa.372	unknown	unknown	unknown_sz	unknown
mm.musa.373	unknown	unknown	unknown_sz	unknown
mm.musa.374	very_small	visitbritain	small	visitbritain
mm.musa.376	unknown	unknown	unknown_sz	unknown
mm.musa.377	very_small	ma(fam)	small	ma(fam)
mm.musa.379	unknown	unknown	unknown_sz	unknown
mm.musa.380	unknown	unknown	unknown_sz	unknown
mm.musa.386	unknown	unknown	unknown_sz	unknown
mm.musa.387	unknown	unknown	unknown_sz	unknown
mm.musa.388	small	visitbritain	small	visitbritain
mm.musa.389	tiny	visitbritain	small	visitbritain
mm.musa.390	unknown	unknown	unknown_sz	unknown
mm.musa.391	unknown	unknown	unknown_sz	unknown
mm.musa.392	very_large	visitbritain	large	visitbritain
mm.musa.393	unknown	unknown	unknown_sz	unknown
mm.musa.394	small	ma(fam)	small	ma(fam)
mm.musa.396	medium	ma(fam)	medium	ma(fam)
mm.musa.397	unknown	unknown	unknown_sz	unknown
mm.nimc.006	large	nilm(vn)	large	nilm(vn)
mm.nimc.007	small	nilm(vn)	small	nilm(vn)
mm.nimc.009	small	nilm(vn)	small	nilm(vn)
mm.nimc.013	very_small	nilm(vn)	small	nilm(vn)
mm.nimc.016	small	nilm(vn)	small	nilm(vn)
mm.nimc.017	tiny	nilm(vn)	small	nilm(vn)
mm.nimc.018	small	nilm(vn)	small	nilm(vn)
mm.nimc.025	very_small	nilm(vn)	small	nilm(vn)
mm.nimc.026	medium	nilm(vn)	medium	nilm(vn)
