UNIT_GSS	VAR	VAL	n_museums
E07000043	subject_matter_simpl_aggr	leisure_and_sport	1
E07000043	subject_matter_simpl_aggr	local_histories	5
E07000043	subject_matter_simpl_aggr	mixed	2
E07000043	subject_matter_simpl_aggr	personality	0
E07000043	subject_matter_simpl_aggr	rural_industry	0
E07000043	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000043	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000043	subject_matter_simpl_aggr	transport	0
E07000043	subject_matter_simpl_aggr	war_and_conflict	1
E07000044	subject_matter_simpl_aggr	archaeology	0
E07000044	subject_matter_simpl_aggr	arts	1
E07000044	subject_matter_simpl_aggr	belief_and_identity	0
E07000044	subject_matter_simpl_aggr	buildings	3
E07000044	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000044	subject_matter_simpl_aggr	leisure_and_sport	0
E07000044	subject_matter_simpl_aggr	local_histories	3
E07000044	subject_matter_simpl_aggr	mixed	0
E07000044	subject_matter_simpl_aggr	personality	1
E07000044	subject_matter_simpl_aggr	rural_industry	0
E07000044	subject_matter_simpl_aggr	sea_and_seafaring	1
E07000044	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000044	subject_matter_simpl_aggr	transport	0
E07000044	subject_matter_simpl_aggr	war_and_conflict	1
E07000045	subject_matter_simpl_aggr	archaeology	0
E07000045	subject_matter_simpl_aggr	arts	1
E07000045	subject_matter_simpl_aggr	belief_and_identity	0
E07000045	subject_matter_simpl_aggr	buildings	4
E07000045	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000045	subject_matter_simpl_aggr	leisure_and_sport	0
E07000045	subject_matter_simpl_aggr	local_histories	5
E07000045	subject_matter_simpl_aggr	mixed	0
E07000045	subject_matter_simpl_aggr	personality	0
E07000045	subject_matter_simpl_aggr	rural_industry	0
E07000045	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000045	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000045	subject_matter_simpl_aggr	transport	3
E07000045	subject_matter_simpl_aggr	war_and_conflict	0
E07000046	subject_matter_simpl_aggr	archaeology	0
E07000046	subject_matter_simpl_aggr	arts	0
E07000046	subject_matter_simpl_aggr	belief_and_identity	0
E07000046	subject_matter_simpl_aggr	buildings	1
E07000046	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000046	subject_matter_simpl_aggr	leisure_and_sport	0
E07000046	subject_matter_simpl_aggr	local_histories	2
E07000046	subject_matter_simpl_aggr	mixed	1
E07000046	subject_matter_simpl_aggr	personality	0
E07000046	subject_matter_simpl_aggr	rural_industry	0
E07000046	subject_matter_simpl_aggr	sea_and_seafaring	2
E07000046	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000046	subject_matter_simpl_aggr	transport	1
E07000046	subject_matter_simpl_aggr	war_and_conflict	0
E07000047	subject_matter_simpl_aggr	archaeology	0
E07000047	subject_matter_simpl_aggr	arts	0
E07000047	subject_matter_simpl_aggr	belief_and_identity	0
E07000047	subject_matter_simpl_aggr	buildings	2
E07000047	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000047	subject_matter_simpl_aggr	leisure_and_sport	1
E07000047	subject_matter_simpl_aggr	local_histories	2
E07000047	subject_matter_simpl_aggr	mixed	0
E07000047	subject_matter_simpl_aggr	personality	0
E07000047	subject_matter_simpl_aggr	rural_industry	2
E07000047	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000047	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000047	subject_matter_simpl_aggr	transport	1
E07000047	subject_matter_simpl_aggr	war_and_conflict	0
E07000061	subject_matter_simpl_aggr	archaeology	0
E07000061	subject_matter_simpl_aggr	arts	1
E07000061	subject_matter_simpl_aggr	belief_and_identity	0
E07000061	subject_matter_simpl_aggr	buildings	0
E07000061	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000061	subject_matter_simpl_aggr	leisure_and_sport	0
E07000061	subject_matter_simpl_aggr	local_histories	1
E07000061	subject_matter_simpl_aggr	mixed	0
E07000061	subject_matter_simpl_aggr	personality	0
E07000061	subject_matter_simpl_aggr	rural_industry	0
E07000061	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000061	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000061	subject_matter_simpl_aggr	transport	0
E07000061	subject_matter_simpl_aggr	war_and_conflict	4
E07000062	subject_matter_simpl_aggr	archaeology	0
E07000062	subject_matter_simpl_aggr	arts	2
E07000062	subject_matter_simpl_aggr	belief_and_identity	0
E07000062	subject_matter_simpl_aggr	buildings	0
E07000062	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000062	subject_matter_simpl_aggr	leisure_and_sport	0
E07000062	subject_matter_simpl_aggr	local_histories	0
E07000062	subject_matter_simpl_aggr	mixed	1
E07000062	subject_matter_simpl_aggr	personality	0
E07000062	subject_matter_simpl_aggr	rural_industry	0
E07000062	subject_matter_simpl_aggr	sea_and_seafaring	2
E07000062	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000062	subject_matter_simpl_aggr	transport	0
E07000062	subject_matter_simpl_aggr	war_and_conflict	0
E07000063	subject_matter_simpl_aggr	archaeology	0
E07000063	subject_matter_simpl_aggr	arts	2
E07000063	subject_matter_simpl_aggr	belief_and_identity	0
E07000063	subject_matter_simpl_aggr	buildings	4
E07000063	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000063	subject_matter_simpl_aggr	leisure_and_sport	0
E07000063	subject_matter_simpl_aggr	local_histories	2
E07000063	subject_matter_simpl_aggr	mixed	0
E07000063	subject_matter_simpl_aggr	personality	0
E07000063	subject_matter_simpl_aggr	rural_industry	0
E07000063	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000063	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000063	subject_matter_simpl_aggr	transport	1
E07000063	subject_matter_simpl_aggr	war_and_conflict	3
E07000064	subject_matter_simpl_aggr	archaeology	0
E07000064	subject_matter_simpl_aggr	arts	1
E07000064	subject_matter_simpl_aggr	belief_and_identity	0
E07000064	subject_matter_simpl_aggr	buildings	1
E07000064	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000064	subject_matter_simpl_aggr	leisure_and_sport	0
E07000064	subject_matter_simpl_aggr	local_histories	5
E07000064	subject_matter_simpl_aggr	mixed	0
E07000064	subject_matter_simpl_aggr	personality	2
E07000064	subject_matter_simpl_aggr	rural_industry	0
E07000064	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000064	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000064	subject_matter_simpl_aggr	transport	0
E07000064	subject_matter_simpl_aggr	war_and_conflict	1
E07000065	subject_matter_simpl_aggr	archaeology	0
E07000065	subject_matter_simpl_aggr	arts	1
E07000065	subject_matter_simpl_aggr	belief_and_identity	0
E07000065	subject_matter_simpl_aggr	buildings	5
E07000065	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000065	subject_matter_simpl_aggr	leisure_and_sport	0
E07000065	subject_matter_simpl_aggr	local_histories	0
E07000065	subject_matter_simpl_aggr	mixed	0
E07000065	subject_matter_simpl_aggr	personality	0
E07000065	subject_matter_simpl_aggr	rural_industry	2
E07000065	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000065	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000065	subject_matter_simpl_aggr	transport	2
E07000065	subject_matter_simpl_aggr	war_and_conflict	0
E07000066	subject_matter_simpl_aggr	archaeology	0
E07000066	subject_matter_simpl_aggr	arts	0
E07000066	subject_matter_simpl_aggr	belief_and_identity	0
E07000066	subject_matter_simpl_aggr	buildings	0
E07000066	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000066	subject_matter_simpl_aggr	leisure_and_sport	0
E07000066	subject_matter_simpl_aggr	local_histories	2
E07000066	subject_matter_simpl_aggr	mixed	0
E07000066	subject_matter_simpl_aggr	personality	0
E07000066	subject_matter_simpl_aggr	rural_industry	1
E07000066	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000066	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000066	subject_matter_simpl_aggr	transport	0
E07000066	subject_matter_simpl_aggr	war_and_conflict	0
E07000067	subject_matter_simpl_aggr	archaeology	0
E07000067	subject_matter_simpl_aggr	arts	1
E07000067	subject_matter_simpl_aggr	belief_and_identity	0
E07000067	subject_matter_simpl_aggr	buildings	2
E07000067	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000067	subject_matter_simpl_aggr	leisure_and_sport	0
E07000067	subject_matter_simpl_aggr	local_histories	7
E07000067	subject_matter_simpl_aggr	mixed	0
E07000067	subject_matter_simpl_aggr	personality	0
E07000067	subject_matter_simpl_aggr	rural_industry	0
E07000067	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000067	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000067	subject_matter_simpl_aggr	transport	1
E07000067	subject_matter_simpl_aggr	war_and_conflict	1
E07000068	subject_matter_simpl_aggr	archaeology	0
E07000068	subject_matter_simpl_aggr	arts	0
E07000068	subject_matter_simpl_aggr	belief_and_identity	0
E07000068	subject_matter_simpl_aggr	buildings	1
E07000068	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000068	subject_matter_simpl_aggr	leisure_and_sport	0
E07000068	subject_matter_simpl_aggr	local_histories	1
E07000068	subject_matter_simpl_aggr	mixed	0
E07000068	subject_matter_simpl_aggr	personality	0
E07000068	subject_matter_simpl_aggr	rural_industry	0
E07000068	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000068	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000068	subject_matter_simpl_aggr	transport	0
E07000068	subject_matter_simpl_aggr	war_and_conflict	1
E07000069	subject_matter_simpl_aggr	archaeology	0
E07000069	subject_matter_simpl_aggr	arts	0
E07000069	subject_matter_simpl_aggr	belief_and_identity	0
E07000069	subject_matter_simpl_aggr	buildings	0
E07000069	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000069	subject_matter_simpl_aggr	leisure_and_sport	0
E07000069	subject_matter_simpl_aggr	local_histories	2
E07000069	subject_matter_simpl_aggr	mixed	0
E07000069	subject_matter_simpl_aggr	personality	0
E07000069	subject_matter_simpl_aggr	rural_industry	0
E07000069	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000069	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000069	subject_matter_simpl_aggr	transport	1
E07000069	subject_matter_simpl_aggr	war_and_conflict	1
E07000070	subject_matter_simpl_aggr	archaeology	0
E07000070	subject_matter_simpl_aggr	arts	0
E07000070	subject_matter_simpl_aggr	belief_and_identity	0
E07000070	subject_matter_simpl_aggr	buildings	1
E07000070	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000070	subject_matter_simpl_aggr	leisure_and_sport	1
E07000070	subject_matter_simpl_aggr	local_histories	0
E07000070	subject_matter_simpl_aggr	mixed	1
E07000070	subject_matter_simpl_aggr	personality	0
E07000070	subject_matter_simpl_aggr	rural_industry	0
E07000070	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000070	subject_matter_simpl_aggr	SMALL_SUBJECTS	2
E07000070	subject_matter_simpl_aggr	transport	1
E07000070	subject_matter_simpl_aggr	war_and_conflict	1
E07000071	subject_matter_simpl_aggr	archaeology	1
E07000071	subject_matter_simpl_aggr	arts	1
E07000071	subject_matter_simpl_aggr	belief_and_identity	0
E07000071	subject_matter_simpl_aggr	buildings	1
E07000071	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000071	subject_matter_simpl_aggr	leisure_and_sport	0
E07000071	subject_matter_simpl_aggr	local_histories	2
E07000071	subject_matter_simpl_aggr	mixed	0
E07000071	subject_matter_simpl_aggr	personality	1
E07000071	subject_matter_simpl_aggr	rural_industry	0
E07000071	subject_matter_simpl_aggr	sea_and_seafaring	1
E07000071	subject_matter_simpl_aggr	SMALL_SUBJECTS	2
E07000071	subject_matter_simpl_aggr	transport	1
E07000071	subject_matter_simpl_aggr	war_and_conflict	1
E07000072	subject_matter_simpl_aggr	archaeology	0
E07000072	subject_matter_simpl_aggr	arts	1
E07000072	subject_matter_simpl_aggr	belief_and_identity	0
E07000072	subject_matter_simpl_aggr	buildings	0
E07000072	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000072	subject_matter_simpl_aggr	leisure_and_sport	0
E07000072	subject_matter_simpl_aggr	local_histories	1
E07000072	subject_matter_simpl_aggr	mixed	0
E07000072	subject_matter_simpl_aggr	personality	0
E07000072	subject_matter_simpl_aggr	rural_industry	0
E07000072	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000072	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000072	subject_matter_simpl_aggr	transport	0
E07000072	subject_matter_simpl_aggr	war_and_conflict	1
E07000073	subject_matter_simpl_aggr	archaeology	0
E07000073	subject_matter_simpl_aggr	arts	1
E07000073	subject_matter_simpl_aggr	belief_and_identity	0
E07000073	subject_matter_simpl_aggr	buildings	0
E07000073	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000073	subject_matter_simpl_aggr	leisure_and_sport	0
E07000073	subject_matter_simpl_aggr	local_histories	1
E07000073	subject_matter_simpl_aggr	mixed	0
E07000073	subject_matter_simpl_aggr	personality	0
E07000073	subject_matter_simpl_aggr	rural_industry	0
E07000073	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000073	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000073	subject_matter_simpl_aggr	transport	0
E07000073	subject_matter_simpl_aggr	war_and_conflict	0
E07000074	subject_matter_simpl_aggr	archaeology	0
E07000074	subject_matter_simpl_aggr	arts	0
E07000074	subject_matter_simpl_aggr	belief_and_identity	0
E07000074	subject_matter_simpl_aggr	buildings	0
E07000074	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000074	subject_matter_simpl_aggr	leisure_and_sport	0
E07000074	subject_matter_simpl_aggr	local_histories	2
E07000074	subject_matter_simpl_aggr	mixed	0
E07000074	subject_matter_simpl_aggr	personality	0
E07000074	subject_matter_simpl_aggr	rural_industry	0
E07000074	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000074	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000074	subject_matter_simpl_aggr	transport	1
E07000074	subject_matter_simpl_aggr	war_and_conflict	3
E07000075	subject_matter_simpl_aggr	archaeology	0
E07000075	subject_matter_simpl_aggr	arts	0
E07000075	subject_matter_simpl_aggr	belief_and_identity	0
E07000075	subject_matter_simpl_aggr	buildings	0
E07000075	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000075	subject_matter_simpl_aggr	leisure_and_sport	0
E07000075	subject_matter_simpl_aggr	local_histories	1
E07000075	subject_matter_simpl_aggr	mixed	0
E07000075	subject_matter_simpl_aggr	personality	0
E07000075	subject_matter_simpl_aggr	rural_industry	1
E07000075	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000075	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000075	subject_matter_simpl_aggr	transport	0
E07000075	subject_matter_simpl_aggr	war_and_conflict	0
E07000076	subject_matter_simpl_aggr	archaeology	0
E07000076	subject_matter_simpl_aggr	arts	0
E07000076	subject_matter_simpl_aggr	belief_and_identity	0
E07000076	subject_matter_simpl_aggr	buildings	0
E07000076	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000076	subject_matter_simpl_aggr	leisure_and_sport	0
E07000076	subject_matter_simpl_aggr	local_histories	1
E07000076	subject_matter_simpl_aggr	mixed	0
E07000076	subject_matter_simpl_aggr	personality	0
E07000076	subject_matter_simpl_aggr	rural_industry	0
E07000076	subject_matter_simpl_aggr	sea_and_seafaring	3
E07000076	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000076	subject_matter_simpl_aggr	transport	1
E07000076	subject_matter_simpl_aggr	war_and_conflict	2
E07000077	subject_matter_simpl_aggr	archaeology	0
E07000077	subject_matter_simpl_aggr	arts	1
E07000077	subject_matter_simpl_aggr	belief_and_identity	0
E07000077	subject_matter_simpl_aggr	buildings	1
E07000077	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000077	subject_matter_simpl_aggr	leisure_and_sport	1
E07000077	subject_matter_simpl_aggr	local_histories	3
E07000077	subject_matter_simpl_aggr	mixed	1
E07000077	subject_matter_simpl_aggr	personality	0
E07000077	subject_matter_simpl_aggr	rural_industry	1
E07000077	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000077	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000077	subject_matter_simpl_aggr	transport	0
E07000077	subject_matter_simpl_aggr	war_and_conflict	1
E07000078	subject_matter_simpl_aggr	archaeology	0
E07000078	subject_matter_simpl_aggr	arts	0
E07000078	subject_matter_simpl_aggr	belief_and_identity	0
E07000078	subject_matter_simpl_aggr	buildings	0
E07000078	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000078	subject_matter_simpl_aggr	leisure_and_sport	0
E07000078	subject_matter_simpl_aggr	local_histories	0
E07000078	subject_matter_simpl_aggr	mixed	1
E07000078	subject_matter_simpl_aggr	personality	1
E07000078	subject_matter_simpl_aggr	rural_industry	0
E07000078	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000078	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000078	subject_matter_simpl_aggr	transport	0
E07000078	subject_matter_simpl_aggr	war_and_conflict	0
E07000079	subject_matter_simpl_aggr	archaeology	2
E07000079	subject_matter_simpl_aggr	arts	2
E07000079	subject_matter_simpl_aggr	belief_and_identity	0
E07000079	subject_matter_simpl_aggr	buildings	7
E07000079	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000079	subject_matter_simpl_aggr	leisure_and_sport	0
E07000079	subject_matter_simpl_aggr	local_histories	0
E07000079	subject_matter_simpl_aggr	mixed	0
E07000079	subject_matter_simpl_aggr	personality	0
E07000079	subject_matter_simpl_aggr	rural_industry	0
E07000079	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000079	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000079	subject_matter_simpl_aggr	transport	1
E07000079	subject_matter_simpl_aggr	war_and_conflict	0
E07000080	subject_matter_simpl_aggr	archaeology	0
E07000080	subject_matter_simpl_aggr	arts	0
E07000080	subject_matter_simpl_aggr	belief_and_identity	0
E07000080	subject_matter_simpl_aggr	buildings	0
E07000080	subject_matter_simpl_aggr	industry_and_manufacture	2
E07000080	subject_matter_simpl_aggr	leisure_and_sport	0
E07000080	subject_matter_simpl_aggr	local_histories	2
E07000080	subject_matter_simpl_aggr	mixed	0
E07000080	subject_matter_simpl_aggr	personality	0
E07000080	subject_matter_simpl_aggr	rural_industry	0
E07000080	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000080	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000080	subject_matter_simpl_aggr	transport	2
E07000080	subject_matter_simpl_aggr	war_and_conflict	0
E07000081	subject_matter_simpl_aggr	archaeology	0
E07000081	subject_matter_simpl_aggr	arts	0
E07000081	subject_matter_simpl_aggr	belief_and_identity	0
E07000081	subject_matter_simpl_aggr	buildings	0
E07000081	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000081	subject_matter_simpl_aggr	leisure_and_sport	0
E07000081	subject_matter_simpl_aggr	local_histories	1
E07000081	subject_matter_simpl_aggr	mixed	1
E07000081	subject_matter_simpl_aggr	personality	0
E07000081	subject_matter_simpl_aggr	rural_industry	0
E07000081	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000081	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000081	subject_matter_simpl_aggr	transport	1
E07000081	subject_matter_simpl_aggr	war_and_conflict	1
E07000082	subject_matter_simpl_aggr	archaeology	0
E07000082	subject_matter_simpl_aggr	arts	0
E07000082	subject_matter_simpl_aggr	belief_and_identity	0
E07000082	subject_matter_simpl_aggr	buildings	3
E07000082	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000082	subject_matter_simpl_aggr	leisure_and_sport	0
E07000082	subject_matter_simpl_aggr	local_histories	3
E07000082	subject_matter_simpl_aggr	mixed	0
E07000082	subject_matter_simpl_aggr	personality	1
E07000082	subject_matter_simpl_aggr	rural_industry	0
E07000082	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000082	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000082	subject_matter_simpl_aggr	transport	0
E07000082	subject_matter_simpl_aggr	war_and_conflict	0
E07000083	subject_matter_simpl_aggr	archaeology	0
E07000083	subject_matter_simpl_aggr	arts	1
E07000083	subject_matter_simpl_aggr	belief_and_identity	1
E07000083	subject_matter_simpl_aggr	buildings	4
E07000083	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000083	subject_matter_simpl_aggr	leisure_and_sport	0
E07000083	subject_matter_simpl_aggr	local_histories	2
E07000083	subject_matter_simpl_aggr	mixed	0
E07000083	subject_matter_simpl_aggr	personality	0
E07000083	subject_matter_simpl_aggr	rural_industry	0
E07000083	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000083	subject_matter_simpl_aggr	SMALL_SUBJECTS	2
E07000083	subject_matter_simpl_aggr	transport	2
E07000083	subject_matter_simpl_aggr	war_and_conflict	1
E07000084	subject_matter_simpl_aggr	archaeology	0
E07000084	subject_matter_simpl_aggr	arts	0
E07000084	subject_matter_simpl_aggr	belief_and_identity	0
E07000084	subject_matter_simpl_aggr	buildings	3
E07000084	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000084	subject_matter_simpl_aggr	leisure_and_sport	0
E07000084	subject_matter_simpl_aggr	local_histories	2
E07000084	subject_matter_simpl_aggr	mixed	0
E07000084	subject_matter_simpl_aggr	personality	0
E07000084	subject_matter_simpl_aggr	rural_industry	0
E07000084	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000084	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000084	subject_matter_simpl_aggr	transport	0
E07000084	subject_matter_simpl_aggr	war_and_conflict	1
E07000085	subject_matter_simpl_aggr	archaeology	1
E07000085	subject_matter_simpl_aggr	arts	2
E07000085	subject_matter_simpl_aggr	belief_and_identity	0
E07000085	subject_matter_simpl_aggr	buildings	0
E07000085	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000085	subject_matter_simpl_aggr	leisure_and_sport	0
E07000085	subject_matter_simpl_aggr	local_histories	2
E07000085	subject_matter_simpl_aggr	mixed	0
E07000085	subject_matter_simpl_aggr	personality	2
E07000085	subject_matter_simpl_aggr	rural_industry	0
E07000085	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000085	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000085	subject_matter_simpl_aggr	transport	0
E07000085	subject_matter_simpl_aggr	war_and_conflict	0
E07000086	subject_matter_simpl_aggr	archaeology	0
E07000086	subject_matter_simpl_aggr	arts	0
E07000086	subject_matter_simpl_aggr	belief_and_identity	0
E07000086	subject_matter_simpl_aggr	buildings	0
E07000086	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000086	subject_matter_simpl_aggr	leisure_and_sport	0
E07000086	subject_matter_simpl_aggr	local_histories	0
E07000086	subject_matter_simpl_aggr	mixed	0
E07000086	subject_matter_simpl_aggr	personality	0
E07000086	subject_matter_simpl_aggr	rural_industry	2
E07000086	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000086	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000086	subject_matter_simpl_aggr	transport	0
E07000086	subject_matter_simpl_aggr	war_and_conflict	0
E07000087	subject_matter_simpl_aggr	archaeology	0
E07000087	subject_matter_simpl_aggr	arts	0
E07000087	subject_matter_simpl_aggr	belief_and_identity	0
E07000087	subject_matter_simpl_aggr	buildings	0
E07000087	subject_matter_simpl_aggr	industry_and_manufacture	1
E07000087	subject_matter_simpl_aggr	leisure_and_sport	0
E07000087	subject_matter_simpl_aggr	local_histories	1
E07000087	subject_matter_simpl_aggr	mixed	0
E07000087	subject_matter_simpl_aggr	personality	0
E07000087	subject_matter_simpl_aggr	rural_industry	0
E07000087	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000087	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000087	subject_matter_simpl_aggr	transport	0
E07000087	subject_matter_simpl_aggr	war_and_conflict	1
E07000088	subject_matter_simpl_aggr	archaeology	0
E07000088	subject_matter_simpl_aggr	arts	1
E07000088	subject_matter_simpl_aggr	belief_and_identity	0
E07000088	subject_matter_simpl_aggr	buildings	0
E07000088	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000088	subject_matter_simpl_aggr	leisure_and_sport	0
E07000088	subject_matter_simpl_aggr	local_histories	0
E07000088	subject_matter_simpl_aggr	mixed	0
E07000088	subject_matter_simpl_aggr	personality	0
E07000088	subject_matter_simpl_aggr	rural_industry	1
E07000088	subject_matter_simpl_aggr	sea_and_seafaring	1
E07000088	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E07000088	subject_matter_simpl_aggr	transport	1
E07000088	subject_matter_simpl_aggr	war_and_conflict	2
E07000089	subject_matter_simpl_aggr	archaeology	0
E07000089	subject_matter_simpl_aggr	arts	0
E07000089	subject_matter_simpl_aggr	belief_and_identity	0
E07000089	subject_matter_simpl_aggr	buildings	0
E07000089	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000089	subject_matter_simpl_aggr	leisure_and_sport	0
E07000089	subject_matter_simpl_aggr	local_histories	0
E07000089	subject_matter_simpl_aggr	mixed	0
E07000089	subject_matter_simpl_aggr	personality	0
E07000089	subject_matter_simpl_aggr	rural_industry	0
E07000089	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000089	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000089	subject_matter_simpl_aggr	transport	0
E07000089	subject_matter_simpl_aggr	war_and_conflict	0
E07000090	subject_matter_simpl_aggr	archaeology	0
E07000090	subject_matter_simpl_aggr	arts	0
E07000090	subject_matter_simpl_aggr	belief_and_identity	0
E07000090	subject_matter_simpl_aggr	buildings	0
E07000090	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000090	subject_matter_simpl_aggr	leisure_and_sport	0
E07000090	subject_matter_simpl_aggr	local_histories	2
E07000090	subject_matter_simpl_aggr	mixed	0
E07000090	subject_matter_simpl_aggr	personality	0
E07000090	subject_matter_simpl_aggr	rural_industry	0
E07000090	subject_matter_simpl_aggr	sea_and_seafaring	0
E07000090	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000090	subject_matter_simpl_aggr	transport	0
E07000090	subject_matter_simpl_aggr	war_and_conflict	0
E07000091	subject_matter_simpl_aggr	archaeology	1
E07000091	subject_matter_simpl_aggr	arts	0
E07000091	subject_matter_simpl_aggr	belief_and_identity	1
E07000091	subject_matter_simpl_aggr	buildings	0
E07000091	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000091	subject_matter_simpl_aggr	leisure_and_sport	0
E07000091	subject_matter_simpl_aggr	local_histories	3
E07000091	subject_matter_simpl_aggr	mixed	0
E07000091	subject_matter_simpl_aggr	personality	0
E07000091	subject_matter_simpl_aggr	rural_industry	2
E07000091	subject_matter_simpl_aggr	sea_and_seafaring	1
E07000091	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E07000091	subject_matter_simpl_aggr	transport	2
E07000091	subject_matter_simpl_aggr	war_and_conflict	1
E07000092	subject_matter_simpl_aggr	archaeology	0
E07000092	subject_matter_simpl_aggr	arts	0
E07000092	subject_matter_simpl_aggr	belief_and_identity	0
E07000092	subject_matter_simpl_aggr	buildings	0
E07000092	subject_matter_simpl_aggr	industry_and_manufacture	0
E07000092	subject_matter_simpl_aggr	leisure_and_sport	0
E07000092	subject_matter_simpl_aggr	local_histories	0
E07000092	subject_matter_simpl_aggr	mixed	0
E07000092	subject_matter_simpl_aggr	personality	0
